no,bugis,indonesia,english,len_bugis,skor_bugis
30,"Iyyae monro ri Kabupateng Ngargoyoso sibawa de'na mabela pole ri Curug Jumog. Ri onrong-ngonrongngéro pengunjung'e ro lo'i yasuguhi macinnongna uai telaga'e na engkato cuma mata uai ya mengalir e lokka parit ya uaina temmaka jennong. Sining tau iya laowé kuwaro weddingngi mala foto-foto, marennu nasaba anging makeccé'é, sibawa péneddingiwi onrong-ngonrong iya makessingngé.","Terletak di kecamatan Ngargoyoso dan tak jauh dari air terjun Jumog . Di sini pengunjung akan disuguhi jernihnya air telaga dan terdapat sumber mata air yang mengalir ke parit yang airnya sangat jernih. Pengunjung bisa berfoto-foto, menghirup udara yang sejuk dan menikmati pemandangan alam yang indah.","Located in Ngargoyoso district and not far from the Jumog waterfall. Here visitors will be treated to clear lake water and there is a spring that flows into a ditch where the water is very clear. Visitors can take photos, breathe the cool air and enjoy the beautiful natural views.",52,11
31,"Seddi tau purani millau--sibawa nada mangngelle'--bara' magatti paccallang iya manessa iwereng Allah akku tau-tau kapere'. De'gaga wedding halangi paccallang e ro pole alena, nasaba' paccallang e ro engkai pole Allah, Punnana siningna langi' ianaritu sumber kajajiang na agalakeng na appatettekeng.","Seseorang telah meminta--dengan nada mengejek--agar disegerakan azab yang pasti akan diberikan Allah kepada orang-orang kafir. Tidak ada yang dapat menghalangi azab tersebut dari mereka, karena azab itu datang dari Allah, Pemilik seluruh langit yang merupakan sumber terlaksananya kekuatan dan keputusan.","Someone has asked--in a mocking tone--to hasten the punishment that Allah will surely give to the disbelievers. Nothing can prevent this punishment from them, because this punishment comes from Allah, the Owner of all the heavens who is the source of power and decision.",40,11
32,"(Kega- kega onroangmu makkokkoe, pastinni matu' naruntu' ajjaleng amo alemu ri laleng benteng ero matanre we iyaro matedde') nasaba' ero na aja' mitau' mapperrang nasaba' matu' cemasa' nappa mate, (Nappa narekko alena itimpa) ouyaro tau-tau Yahudi (sibawa akkanjareng) misala' assubureng nappa alleluasang (alena makkada, ""iyehe pole Allata'ala.""","(Di mana pun kamu berada, pastilah akan dicapai oleh maut sekalipun kamu di benteng yang tinggi lagi kokoh) karena itu janganlah takut berperang lantaran cemas akan mati. (Dan jika mereka ditimpa) yakni orang-orang Yahudi (oleh kebaikan) misalnya kesuburan dan keluasan (mereka berkata, ""Ini dari Allah.""","(Wherever you are, death will surely reach you, even if you are in a high and strong fortress.) Therefore, do not be afraid to fight because you are worried about dying. (And if they are befallen) namely the Jews (by goodness) such as fertility and vastness (they say, ""This is from Allah.""",47,11
33,"Narekko de'na nasaba' siddi attettakeng ero pura engka ri Puangmu riolona (untu' mattanggukeng aza') lettu' laona wettu ero itentukeng, pastini alena pura ibinasakang. Nappa sisunhhunna tau-tau ero iwarisikeng sibawa alena Al-Kitta' (Taurat sibawa Injil) pura alena, tongeng-tongeng engka laleng arraguang ero maggoncang ero kita' ero.","Kalau tidaklah karena sesuatu ketetapan yang telah ada dari Tuhanmu dahulunya (untuk menangguhkan azab) sampai kepada waktu yang ditentukan, pastilah mereka telah dibinasakan. Dan sesungguhnya orang-orang yang diwariskan kepada mereka Al-Kitab (Taurat dan Injil) sesudah mereka, benar-benar berada dalam keraguan yang menggoncangkan tentang kitab itu.","If it were not for a decree that was previously established by your Lord (to postpone the punishment) until the appointed time, they would have been destroyed. And indeed, those to whom the Book (Torah and Gospel) were handed down to them after them, were truly in shaking doubts about that book.",45,11
34,"Golongan iya bata-bata e ro napaui, ""Parenta ta purani ipigau', na de' gaga appileng laing akku idi' silaing na patoi wi parenta na aga yacciang e ro.""Naikiya narekko alena purani lao na mabela pole idi', saisa' alena engka susung siasat iya sisala e sibawa parenta na yacciang ta, ri wenni e.","Golongan yang ragu-ragu itu mengatakan, ""Perintahmu telah dilaksanakan, dan tidak ada pilihan lain bagi kami kecuali menaati perintah dan larangan itu."" Tetapi jika mereka telah pergi dan menjauh darimu, sebagian mereka ada yang menyusun siasat yang berbeda dengan perintah dan laranganmu, di malam hari.","The doubting group said, ""Your orders have been carried out, and there is no other choice for us but to obey the orders and prohibitions."" But if they have left and are far from you, some of them will devise strategies that differ from your commands and prohibitions, at night.",51,11
35,(Allata'ala mancajikeng makkaro ero) sebage akiba' pole ucapeng alena onna' (siddi assessereng laleng alena. Allata'ala patuo sibawa pamate) lettu' tinggalakeng siddi ri bolana sibawa de'ga mahhalangi ammateangna (sibawa tahhada' aga ero alemu jamang) ero mappake ta ato ya (Maha Makkita) jaji matu' Alena engka mabbalaseng lao alena.,(Allah menjadikan demikian itu) sebagai akibat dari ucapan mereka tadi (suatu penyesalan dalam hati mereka. Allah menghidupkan dan mematikan) hingga tinggalnya seseorang di rumahnya sama sekali tidak menghalangi kematiannya (dan terhadap apa yang kamu kerjakan) dengan memakai ta atau ya (Maha Melihat) maka kelak Dia akan membalaskannya kepada kalian.,(Allah made it like that) as a result of what they said earlier (a regret in their hearts. Allah gives life and death) so that someone's stay in his house does not prevent his death (and what you do) by using ta or ya (All-Seeing) then in the future He will reward you.,47,11
36,"""Jeambar sibawa Leconte mebbua mappannessai laleng Le Figaro majeppu alena de'na makkira-kira wettunna makkebbu hipotesis lao ri tau-tau, padanna Mena, iya makkuraga mappake rekaman iyaro untu nabaliwi teori makkeda kamateangna anak'e ripigau pole tentara Palestina, idi makkeda pada alena pura pole attasalangna sibawa lao pabbaca alena.""","""Jeambar dan Leconte membuat penjelasan dalam Le Figaro bahwa mereka bukan mengira-ngira saat membuat hipotesis Kepada orang-orang, seperti Mena, yang berusaha menggunakan rekaman tersebut untuk mendukung teori bahwa kematian anak tersebut dilakukan oleh tentara Palestina, kita berkata bahwa mereka telah salah kaprah beserta dengan para pembaca mereka.""","""Jeambar and Leconte made it clear in Le Figaro that they were not guessing when forming their hypothesis To those, like Mena, who attempt to use the footage to support the theory that the child's death was carried out by Palestinian soldiers, we say that they are as misguided as their readers.""",46,11
37,"""Pole siaga ettana Pesta Rondang Bintang rilaksanakan baru pi iyye riadakan festival toping-toping sibawa terri-terri nasaba pole pengamatanna sibawa pantauanna rilapangan pura maladde jarang na biasana acara iyye to rilaksanakan okko tau iyye punna hajatan iyyana tau iyye pura saur matua iyarega tau iyye pura lengkap anak, cucu pole wattu matoana.""","""Dari sekian lama Pesta Rondang Bintang dilaksanakan baru kali ini diadakan festival toping-toping dan tangis-tangis karena dari pengamatan dan pantauan dilapangan sudah sangat jarang dan biasanya acara ini juga dilaksanakan jika orang yang punya hajatan adalah orang yang sudah saur matua atau orang yang sudah lengkap anak, cucu dari masa tuanya.""","""For a long time, the Rondang Bintang Festival has been held, this is the first time a topping-toping and crying festival is being held because from observations and monitoring in the field it is very rare and usually this event is also held if the person having the celebration is a person who is in old age or a person who has complete children and grandchildren from their old age.""",51,11
38,"(Nappa mitau'ni ero siddi esso ero purae alemu engka balikeng) ibina' pole maf'ul, nappa narekko ibagi fa'il, ero oninna 'tasiiruun, bettuanna jokka (lao Allata'ala ri essoe yero), iyaro esso kiama' (Nappa iapennoi) ri esso yero (lao yamaneng jiwang) balaseng tahhada' (aga ero ipigau') amo mabbentu' makanjakeng amo ja'e (nappa ero de' nengka ianiayang) de'na kurangi makanja' ato natamabai ja'e.","(Dan takutlah akan suatu hari yang nanti kamu akan dikembalikan) dibina' bagi maful, sedangkan jika bagi fail, maka bunyinya 'tasiiruun', artinya berjalan (kepada Allah pada hari itu), yakni hari kiamat (kemudian dipenuhkan) pada hari itu (kepada setiap jiwa) balasan terhadap (apa yang dilakukannya) baik berupa kebaikan maupun kejahatan (dan mereka tidak akan dianiaya) dengan mengurangi kebaikan atau menambah kejahatannya.","(And be afraid of a day when you will be returned) built' for maful, whereas if it is for fail, then the sound is 'tasiiruun', meaning walking (to Allah on that day), namely the Day of Resurrection (then fulfilled) on that day (to every soul) the recompense for (what they do) whether in the form of good or evil (and they will not be wronged) by reducing their good or increasing their evil.",59,11
39,"Nainappa, engkato Emmanuel Tortoza,seddie tau blogger teknologi pole ri Filipina. uruane iya pura wékkatellué lao ri Computex ye mappunnai akkatta iya mawe padaé sibawa Kerim. Naekiya, alena to maelo'i naterima peluang bisnis iyya engkae ri lalenna acara'e ro. ""Rékko iko laoko ku siare booth, weddikko taroi iyaro kartué ri lalempolana mennang, nainappa naobbi mennang untu' (powadakko) aga mabaru, kareba terbaru,"".","Kemudian, ada Emmanuel Tortoza, seorang blogger teknologi dari Filipina. Pria yang sudah tiga kali datang ke Computex ini memiliki tujuan yang hampir mirip dengan Kerim. Namun, ia sekaligus berniat menyambut peluang bisnis yang ada dalam perhelatan itu. ""Kalau kau pergi ke berbagai booth, kau bisa meninggalkan kartu namamu dan mereka akan menghubungimu, untuk (memberitahukan) barang baru, kabar terbaru,"".","Then, there is Emmanuel Tortoza, a technology blogger from the Philippines. This man, who has been to Computex three times, has almost the same goals as Kerim. However, he also intends to welcome the business opportunities that exist at the event. ""If you go to various booths, you can leave your business card and they will contact you, to (tell) new items, the latest news,"".",60,11
40,"(Narekko denassabari siddi appettuang iyaro purae engka pole Rabb ta riolo) sibawa degaga pamale gangka esso rimonri (tette yaleang appettuang aku alena) iyanaritu akku rupa rau ri lino (iyaro engka e kara-kara na) laleng na agama, iyanaritu nacalla tau kapere.","(Kalau tidaklah karena suatu ketetapan yang telah ada dari Rabbmu dahulu) dengan menangguhkan pembalasan hingga hari kiamat (pastilah diberi keputusan di antara mereka) yaitu di antara manusia di dunia (tentang apa yang mereka perselisihkan itu) dalam masalah agama, yaitu dengan mengazab orang-orang kafir.","(If it were not for a decree that existed from your Rabb before) by postponing retribution until the Day of Resurrection (a decision would have been made between them) namely between people in the world (regarding what they disputed) in matters of religion, namely by punishing the disbelievers.",40,11
41,"Dek seddi tau missengngi uppanna polé matu abalaé. Narekko kajajiang kajajiang, engka maega asolangeng, utamana asolangeng asogireng. Ahmad Gozali, perencana keuangan makkeda parellu punna dana darurat untu' riakkegunang ri wettu kajajiang kajajiang. Dana darurat wedding ri runtu pole asuransi, ri antara lainna asuransi atuongeng, asuransi kesehatan sibawa asuransi bola iyyarega kendaraan. Nasibawang cara makkuwaéro, acappurenna iya weddingngé kajajiyanro weddingngi ritangngaa.","Tak ada seorang pun yang tahu kapan bencana tiba. Ketika bencana datang, akan banyak kerugian, khususya kerugian harta benda. Perencana Keuangan Ahmad Gozali mengatakan, pentingnya memiliki dana darurat untuk dipergunakan bertahan hidup ketika bencana datang. Dana darurat dapat diperoleh melalui asuransi, di antaranya asuransi jiwa, asuransi kesehatan dan asuransi rumah atau kendaraan. Dengan demikian, segala kerugian akibat bencana dapat diminimalisir.","No one knows when disaster will strike. When a disaster strikes, there will be many losses, especially property losses. Financial Planner Ahmad Gozali said that it is important to have emergency funds to be used to survive when disaster strikes. Emergency funds can be obtained through insurance, including life insurance, health insurance and home or vehicle insurance. In this way, all losses due to disasters can be minimized.",60,11
42,"Rimakkuwannanaro, untu' Luna, media sosial'e de'na ulle mancaji pappaseng assisompungeng sitongeng-tongeng iya riakkebbu e pole seddi tau lao ri laingnge. ""Maéga tau iya macinnaé maccowériwi, iyakiya dé' namaélo maccowériwi. Akkattana iyanaritu, iyyaro media sosial'e de'na nawedding riaseng pappoji. Iyaé tenniya"", adanna. Wettu ripasengkangngi passalengna sibawa Ayu, Luna mappuada yamaneng pura ripassu. Napétangngariwi mennang makkedaé riyaddampengenni mennang ri Allataala.","Sehingga, bagi Luna, media sosial tak mencerminkan hubungan nyata yang dibangun oleh setiap individu. ""Banyak yang temenan juga tapi enggak follow . Maksudnya tuh, social media itu jangan diartikan ini musuhan. Ini enggak,"" ucapnya. Saat disinggung mengenai permasalahannya dengan Ayu, Luna mengaku semua sudah selesai. Dia menegaskan bahwa mereka juga sudah bermaaf-maafan.","So, for Luna, social media does not reflect the real relationships built by each individual. ""Many people are friends but don't follow them. What I mean is, social media should not be interpreted as enemies. It's not,"" he said. When asked about her problems with Ayu, Luna admitted that everything was over. He emphasized that they had also apologized.",58,11
43,"Na sitongenna idi' taruntu' iya mareppe' ladde' e assilaongna sibawa tau-tau iya mateppe' e ianaritu tau-tau makkeda e ""Sitongenna idi' e he tau Nasrani"". Iya mappakkuaero nasabari pole ri antara alena e ro (tau-tau Nasrani) engka pendeta-pendeta sibawa rahib-rahib, (to) nasaba' sitongenna alena de' nasombongkan i alena.","Dan sesungguhnya kamu dapati yang paling dekat persahabatannya dengan orang-orang yang beriman ialah orang-orang yang berkata ""Sesungguhnya kami ini orang Nasrani"". Yang demikian itu disebabkan karena di antara mereka itu (orang-orang Nasrani) terdapat pendeta-pendeta dan rahib-rahib, (juga) karena sesungguhnya mereka tidak menymbongkan diri.","And indeed you will find those who have the closest friendship with those who believe are those who say ""Indeed, we are Christians."" This is because among them (Christians) there are priests and monks, (also) because they are not proud of themselves.",47,11
